Episódio;Marca;Título (thumb);Convidado;Status;Bloco;Canva (aberto);Página Canva;Drive (fechado);Arquivo Drive;PNG final (GitHub);YouTube;Título YouTube;Canva original;Observações
#117;Anima Podcast;De monja a expert;Ana Paula Perci;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;14;https://drive.google.com/file/d/1_novG4WZWP9koDbm1DNCYgMA44TcYSOV/view;#117 - Ana Paula Perci.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e117.png;https://youtu.be/7cUHF2UtbXs;"""Minha história tinha tudo pra dar errado..."" | Ep. #117 | com Ana Paula Perci";https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#116;Anima Podcast;Jesus me chamou numa pista de atletismo;Padre Rodrigo Vieira;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;15;https://drive.google.com/file/d/1Rlq0tqdNro7n3-Dcy13d7RiORKjDNIuY/view;#116 - Padre Rodrigo Vieira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e116.png;https://youtu.be/ckGxSqCbsrY;Como o esporte pode nos aproximar de Deus | Ep. #116 | com Padre Rodrigo Vieira;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#115;Anima Podcast;Fui expulso;Diego Falcão;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;16;https://drive.google.com/file/d/1Gj-itFXAAX_o-oqOk13C47RIqZSiZnkz/view;#115 - Diego Falcão.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e115.png;https://youtu.be/jiKjpWaAeQw;Como o técnico da seleção foi demitido por ser pró-vida | Ep. #115 | com Diego Falcão;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#114;Anima Podcast;Quando o desconforto vira alerta;Patrícia Arias;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;12;https://drive.google.com/file/d/1GJFJnIPJN36tgMiAFX85tzaOucrXdtyp/view;#114 - Patrícia Arias.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e114.png;https://youtu.be/9MSrqmtAfes;Muito Além da Hemorróida: O Guia das Doenças Orificiais | Ep #114 | com Dra. Patrícia Arias;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#113;Anima Podcast;Lentes de contato estragam os dentes?;Gustavo Bastos;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;13;https://drive.google.com/file/d/1BYHZwzyq-UfYpp22SbtDNKkjslNuN7qA/view;#113 - Gustavo Bastos.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e113.png;https://youtu.be/XcBu13PUU-w;Tudo sobre clareamento e lentes de contato dental | Ep #113 | com Dr. Gustavo Bastos;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#112;Anima Podcast;Sexualidade e namoro na adolescência;Samia Marsili;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;3;https://drive.google.com/file/d/1IAUbmFgshzMQR2DESSIRh8HW8Czp6dgC/view;#112 - Samia Marsili.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e112.png;https://youtu.be/IYXrZpw6pKs;Sexualidade e namoro na adolescência e seus impactos no corpo e na alma | Ep#112 | com Samia Marsili;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#111;Anima Podcast;Neuromielite óptica: a doença da visão;Regina Alvarenga;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;14;https://drive.google.com/file/d/1Q7iaHyFAD9QRbxkknkYsd_UnQUn_foO_/view;#111 - Regina Alvarenga.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e111.png;https://youtu.be/xbsxI0q6Vrc;Neuromielite Óptica: Conheça DOENÇA GRAVE que destrói a VISÃO | Ep #111 | com Dra. Regina Alvarenga;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#110;Anima Podcast;Os segredos da alta performance;Andréia Batista;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;4;https://drive.google.com/file/d/1juGPLCMAiLP-4Xj6iZr857m-1eU2HrQu/view;#110 - Andréia Batista.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e110.png;https://youtu.be/Gl8cVHi-d24;Mente de Campeão: O Que Separa um Atleta Comum de um Ídolo Mundial? | Ep #110 | com Andréia Batista;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#109;Anima Podcast;Intolerância à histamina;Sylvia Campos;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;5;https://drive.google.com/file/d/1IgaVeED8HRpX_c5b2vFFcBi6VyGNg74u/view;#109 - Sylvia Campos.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e109.png;https://youtu.be/xSttcCbgnl8;Intolerância à Histamina e Síndrome de Ativação Mastocitária | Ep #109 | com Sylvia Campos;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#108;Anima Podcast;Rinoplastia com resultado natural;Leandro Ventura;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;15;https://drive.google.com/file/d/1jsEh7OdRARxZHIvmsNAnDjqxEFa9cdS1/view;#108 - Leandro Ventura.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e108.png;https://youtu.be/2m5BV_F7he0;Rinoplastia: Como conseguir um resultado natural | Ep #108 | com Dr. Leandro Ventura;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#107;Anima Podcast;Esclerose múltipla: como identificar;Marcos Alvarenga;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;16;https://drive.google.com/file/d/1QiTzzbz4eehXpHTn63pZTbQBx1s2KIxd/view;#107 - Marcos Alvarenga.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e107.png;https://youtu.be/W9bu8sclNAc;ESCLEROSE MÚLTIPLA: Como diagnosticar e tratar a doença | Ep #107 | com Dr. Marcos Alvarenga;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#106;Anima Podcast;A verdade sobre a hérnia de disco;Luiz Sola;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;17;https://drive.google.com/file/d/1DKrSdhrC95LMLtpTr9UFtpUw-vcH1oeB/view;#106 - Luiz Sola.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e106.png;https://youtu.be/94pu0-LhWGA;O que não te contaram sobre HÉRNIA DE DISCO | Ep #106 | com Dr. Luiz Sola;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#105;Anima Podcast;Endometriose tem cura?;Igor Chiminacio;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;18;https://drive.google.com/file/d/1gWnHQArZ3eqbTBfUyl3BXzBOEQ_pfsMw/view;#105 - Igor Chiminacio.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e105.png;https://youtu.be/YOb6D04NeSg;Como tratar corretamente a ENDOMETRIOSE? | Ep #105 | com Dr. Igor Chiminacio;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#104;Anima Podcast;Joanetes: mitos e verdades;José Carlos Cohen;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;19;https://drive.google.com/file/d/1vrYmYxSgDAoSc4P6R_YIZ4RnfIkHN1M0/view;#104 - José Carlos Cohen.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e104.png;https://youtu.be/ShkyQfp0v4c;JOANETE: O que seus pés revelam sobre sua saúde | Ep #104 | com Dr. José Carlos Cohen;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#103;Anima Podcast;A beleza da castidade;Mariana Francoti;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;20;https://drive.google.com/file/d/1E6yGAB4gMRG6EHKNr6Y0RIEdtH99zUu5/view;#103 - Mariana Francoti.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e103.png;https://youtu.be/JWDvPyVcXkg;Fertilidade e FÉ | Ep #103 | com Dra. Mariana Francoti;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#102;Anima Podcast;Infertilidade tem cura?;André Vaz;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;21;https://drive.google.com/file/d/1IafTIw1RjoKiKWS_qlQYv1GqnxmOUOgg/view;#102 - André Vaz.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e102.png;https://youtu.be/xO7ua54kssg;FERTILIDADE e HIDROTUBAÇÃO: o que você precisa saber | Ep #102 | com Dr. André Vaz;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#101;Anima Podcast;O erro no herpes-zóster;Murilo Drummond;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;22;https://drive.google.com/file/d/1xEf2q02umIPMp2JdoZMzJPSKq2nGmYZl/view;#101 - Murilo Drummond.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e101.png;https://youtu.be/fOKZstvQ2d8;HERPES-ZÓSTER: O que é, como tratar e os segredos da prevenção | Ep #101 | com Dr. Murilo Drummond;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#100;Anima Podcast;Como vencer o bruxismo;Andrea Melo;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;23;https://drive.google.com/file/d/1Dz7T59G_Aiv6OYxR_jDmyENQRKOEkbaO/view;#100 - Andrea Melo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e100.png;https://youtu.be/jgZBHQKEaew;O que você precisa saber sobre BRUXISMO | Ep #100 | com Dra. Andrea Melo;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#99;Anima Podcast;Tudo sobre a labirintite;Fernando Goslin;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;24;https://drive.google.com/file/d/1y2rok6Moe1eVtJOHWURRw_D-JiZtMvPb/view;#99 - Fernando Goslin.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e99.png;https://youtu.be/tdq6ZqwaTw8;Labirintite ou tontura? O erro comum que quase todo mundo comete | Ep #99 | com Dr. Fernando Goslin;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#98;Anima Podcast;Alopecia e a queda de cabelo;Graça Tavares;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;25;https://drive.google.com/file/d/1IJzRca9YK4msiPZsALJ284YZ0indwAr8/view;#98 - Graça Tavares.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e98.png;https://youtu.be/c86k7ixe7ss;QUEDA DE CABELO: As causas que ninguém te conta | Ep #98 | com Dra. Graça Tavares;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#97;Anima Podcast;Ultrassom normal, sem gravidez?;Clariana Maurente;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;1;https://drive.google.com/file/d/13JTBykkdBFgQqMTb_VguAF859jkFrGGu/view;#97 - Clariana Maurente.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e97.png;https://youtu.be/mA_BIqwURDY;FALSO NORMAL: O Laudo de Ultrassom que te Impede de Engravidar | Ep #97 | com Dra. Clariana Maurente;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#96;Anima Podcast;A nova era da cirurgia plástica;Casal Plástica;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;6;https://drive.google.com/file/d/1OjP191QHmd3jcKcYKK-xsluhPR3JS07e/view;#96 - Casal Plástica.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e96.png;https://youtu.be/UXcCV2QPW2Q;O FIM DOS EXAGEROS: A nova era da cirurgia plástica | Ep #96 | com Casal Plástica;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#95;Anima Podcast;Mitos sobre o câncer de mama;Marcela Nardi;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;2;https://drive.google.com/file/d/1ZEKMXW8XPyhLT6ykM1W6bQ-woW4SEq6k/view;#95 - Marcela Nardi.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e95.png;https://youtu.be/d9BQAqCd1q0;Câncer de Mama: O que não te contaram | Ep #95 | com Dra. Marcela Nardi;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#94;Anima Podcast;Saúde mental da mulher;Juliana Neves;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;3;https://drive.google.com/file/d/1YdtbEloWbq7lyyI04xDQk6jg2PNPR3lC/view;#94 - Juliana Neves.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e94.png;https://youtu.be/I3QOhZFNIRE;SAÚDE da MULHER: O que não te contaram sobre hormônios e emoções | Ep #94 | com Dra. Juliana Neves;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#93;Anima Podcast;Tudo sobre a escoliose;Pedro Paschoal;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;4;https://drive.google.com/file/d/1At0OMg-FPW9fN5kK8vT1Taw-fgcKC2PE/view;#93 - Pedro Paschoal.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e93.png;https://youtu.be/FKX6rR9FyTE;ESCOLIOSE: Tudo o que você precisa saber | Ep #93 | com Dr. Pedro Paschoal;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#92;Anima Podcast;Seu filho não fala? O motivo;Mariana de Oliveira;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;5;https://drive.google.com/file/d/1Uu6BZE5MjvZKFlfIkF1ALG6ETVd_P_CM/view;#92 - Mariana de Oliveira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e92.png;https://youtu.be/OB-WmP_38Rg;5 Sinais de alerta no DESENVOLVIMENTO DA FALA | Ep #92 | com Dra. Mariana de Oliveira;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#91;Anima Podcast;Por que seu filho vive doente;Nathalia Vianna;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;6;https://drive.google.com/file/d/111JI6OgI2Qz5Nx2x0HNxrz_7BHrfebGb/view;#91 - Nathalia Vianna.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e91.png;https://youtu.be/9lgdH_iHy2c;Seu filho vive doente? 3 Sinais de que ele pode estar inflamado | Ep #91 | com Dra. Nathalia Vianna;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#90;Anima Podcast;A pele dos sonhos;Larissa Botelho;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;7;https://drive.google.com/file/d/13LYrpy6JNCJq8vq2f8avzUGH7DXHvODY/view;#90 - Larissa Botelho.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e90.png;https://youtu.be/J0u3MBhW4Hc;O Guia para conquistar a PELE DOS SONHOS | Ep #90 | com Dra. Larissa Botelho;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#89;Anima Podcast;Epidemia de autismo?;Tielle Machado;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;8;https://drive.google.com/file/d/1gl-9un3PETyktO6qN_FRmxVoJ2vl8b8z/view;#89 - Tielle Machado.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e89.png;https://youtu.be/m3qu6J4cK7E;EPIDEMIA DE AUTISMO? A Verdade sobre o aumento de casos | Ep #89 | com Dra. Tielle Machado;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#88;Anima Podcast;Criança acordando à noite;Larissa Abreu;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;9;https://drive.google.com/file/d/1J-HUgvrHF1uDGcbnp9HoOUqccJIRRCS3/view;#88 - Larissa Abreu.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e88.png;https://youtu.be/2VGAFbSyEMI;SONO RUIM na INFÂNCIA: As CONSEQUÊNCIAS que ninguém te conta | Ep #88 | com Dra. Larissa Abreu;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#87;Anima Podcast;O fim do efeito sanfona;Luis Trocado;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;10;https://drive.google.com/file/d/1paQS506_4UxGLXJ9rf7eGDrRCfMv-2nz/view;#87 - Luis Trocado.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e87.png;https://youtu.be/V-XlAv90XdM;EMAGRECIMENTO Definitivo: O SEGREDO para acabar com o efeito sanfona | Ep #87 | com Dr. Luis Trocado;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#86;Anima Podcast;Vitiligo tem cura?;Paulo Luzio;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;11;https://drive.google.com/file/d/1smBjd69sf1eRicjPaM2-KTRv6DA9YFET/view;#86 - Paulo Luzio.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e86.png;https://youtu.be/490bxOEmmvc;Guia do VITILIGO: Causas, Mitos e Tratamentos que Funcionam | Ep #86 | com Dr. Paulo Luzio;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#85;Anima Podcast;O que as unhas dizem da saúde;Miguel Ceccarelli;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;12;https://drive.google.com/file/d/1L_cf69SoewZQvKpSDfJ7oq-JH_hXs8pk/view;#85 - Miguel Ceccarelli.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e85.png;https://youtu.be/4ApDYi8vByw;Descubra o que suas UNHAS dizem sobre SUA SAÚDE | Ep #85 | com Dr. Miguel Ceccarelli;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#84;Anima Podcast;Como preparar sua casa para o Natal;Ana Luisa Rego Macedo;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;7;https://drive.google.com/file/d/1Ing0IQNMG4AMRtrb4c_j37ONLXMjuNbO/view;#84 - Ana Luisa Rego Macedo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e84.png;https://youtu.be/mRoSuyWs7OQ;Como preparar sua casa para o Natal | Ep #84 | com Ana Luisa Rego Macedo;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#83;Anima Podcast;Autoimune causa infertilidade?;Carolina Meireles;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;13;https://drive.google.com/file/d/1EM5YJ_61SHe6NK-_3V6ZFzh2J9oBN1d0/view;#83 - Carolina Meireles.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e83.png;https://youtu.be/jf0KhTqo1sY;SEGREDOS DA FERTILIDADE: Como engravidar tendo DOENÇA AUTOIMUNE | Ep#83 | com Dra. Carolina Meireles;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#82;Anima Podcast;Remédio pra dormir?;Gleison Guimarães;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;14;https://drive.google.com/file/d/1cfH6CR0ZOM4bln0e4_rwVcKLrI0m3pyi/view;#82 - Gleison Guimarães.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e82.png;https://youtu.be/nZCs5lDt6p0;Você precisa de remédio pra dormir? | Ep. #82 | com Dr. Gleison Guimarães;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#81;Anima Podcast;Acordar cansado não é normal;Gleison Guimarães;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;15;https://drive.google.com/file/d/1Ilxuvhsy1RZC8P8ghiKSbGIS3fG4dX6P/view;#81 - Gleison Guimarães.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e81.png;https://youtu.be/-pO1vLrBOVc;"O Segredo do ""Super Sono"" Reparador | Ep #81 | com Dr. Gleison Guimarães";https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#80;Anima Podcast;O fim do metabolismo lento;Flavia Verocai;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;16;https://drive.google.com/file/d/1LxUMDloGqTHq0jvtGFrtV0v9XTV3pB15/view;#80 - Flavia Verocai.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e80.png;https://youtu.be/-Lk3417I2CM;O FIM DO METABOLISMO LENTO: O que NÃO TE CONTARAM sobre seu corpo | Ep #80 | com Dra. Flavia Verocai;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#79;Anima Podcast;Suicídio: sinais de alerta;Thiago Andrade;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;8;https://drive.google.com/file/d/1yoYOmcwwe9TzAc01sRi3GWx5tu0f21_M/view;#79 - Thiago Andrade.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e79.png;https://youtu.be/WX2MaWVMOB8;Além da doença mental: o sofrimento existencial por trás do suicídio | Ep #79 | com Thiago Andrade;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#78;Anima Podcast;A dieta que ajuda a vencer o câncer;Paula Pratti;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;9;https://drive.google.com/file/d/1Mk4q_BOoPLK2prWubpAfxBA8zUodyYYT/view;#78 - Paula Pratti.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e78.png;https://youtu.be/-0YbUDGjs-0;NUTRIÇÃO ONCOLÓGICA: Alimentos que ajudam a VENCER o CÂNCER | Ep #78 | com Paula Pratti;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#77;Anima Podcast;Autismo e TDAH é modinha?;Carolina Scarabucci;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;10;https://drive.google.com/file/d/1mKEjmwwqzMmKW0Damx7O7Az0VWuYmUie/view;#77 - Carolina Scarabucci.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e77.png;https://youtu.be/9NASsAZudM8;AUTISMO e TDAH: O segredo da neurodivergência que a escola não vê | Ep #77 | com Carolina Scarabucci;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#76;Anima Podcast;A cura para o cansaço não é dormir;João Malheiro;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;11;https://drive.google.com/file/d/1kNX-tr4YyZF-MT20pUV-6Mnmh2HeU2GH/view;#76 - João Malheiro.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e76.png;https://youtu.be/jDMZSktGsII;Virtude da ORDEM: A Chave para ter uma VIDA SAUDÁVEL e FELIZ | Ep #76 | com João Malheiro;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#75;Anima Podcast;Hábitos que causam cegueira;João Paulo Lomelino;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;17;https://drive.google.com/file/d/1LM3o_NYtSrvzVRp3ZU1om7mn_guRrr7Q/view;#75 - João Paulo Lomelino.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e75.png;https://youtu.be/9vn92mLV9QY;SAÚDE dos OLHOS: Como PRESERVAR sua visão | Ep #75 | com Dr. João Paulo Lomelino;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#74;Anima Podcast;Acabando com a saúde das crianças;Renata Fróes;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;18;https://drive.google.com/file/d/1Ud7sJpbZYxShnK8Z7EYWSmFbWU2Lu2uL/view;#74 - Renata Fróes.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e74.png;https://youtu.be/m0-luCqnDHI;O segredo para parar de ir à emergência com seu filho | Ep #74 | com Drª Renata Fróes;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
#73;Anima Podcast;7 erros que te impedem de ser mãe;Moniele Cunha;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;12;https://drive.google.com/file/d/1s00JhUsSNZjweJNOd6_LEfmDH9hr_6go/view;#73 - Moniele Cunha.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e73.png;https://youtu.be/poqREYKg0Oo;A Rota da FERTILIDADE: Como preparar seu corpo para ENGRAVIDAR | Ep #73 | com Moniele Cunha;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#72;Anima Podcast;Lipedema não é só gordura;Georgia Dorigon;Casal novo aplicado;Bloco 10 - Arquivo 2;https://www.canva.com/design/DAHT5ESs_-o/edit;19;https://drive.google.com/file/d/1Es-WFzuIQIeOYK5h-lcVGBsYYJNefCdq/view;#72 - Georgia Dorigon.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e72.png;https://youtu.be/WU4bCHMVpm4;O que ninguém te contou sobre o LIPEDEMA | Ep #72 | com Drª Georgia Dorigon;https://www.canva.com/design/DAHRF01jwwE/edit;Drive tem a versão antiga (casal anterior)
